line_id;variant_id;sub_assembly_ref;sub_assembly_designation;component_ref;designation;quantity;unit;supplier;unit_cost_eur
L00663;C;OCC-SA-0311;Passenger door set;DOOR-PICTO;Door pictogram;10;pcs;Artois Polymères ;6,80
L00664;C;OCC-SA-0311;Passenger door set;DOOR-FIX-KIT;Door fixing kit ;4;u;Atelier Lys Métal;72.00
L00665;C;OCC-SA-0311;Passenger door set;DOOR-GAP-FILLER;Platform gap filler;2;pcs;Portalys;1875.00
L00666;C;OCC-SA-0312;Passenger information system;PIS-DISPLAY-INT;INTERIOR TFT DISPLAY;4;u;Deûle Électronique;1480.00
L00667;C;OCC-SA-0312;Passenger information system;PIS-DISPLAY-EXT;EXTERIOR LED DESTINATION DISPLAY;2;pcs;Deûle Électronique;2360.00
L00668;C;OCC-SA-0312;Passenger information system;PIS-SPEAKER;Saloon loudspeaker;8;pcs;Deûle Électronique ;64,00
L00669;C;OCC-SA-0312;Passenger information system;PIS-CONTROLLER;PIS controller;1;u;Deûle Électronique;5720,00
L00670;C;OCC-SA-0312;Passenger information system;PIS-CABLE-TRUNK;PIS cable trunk;36;m;Hainaut Câblage;12,60
L00671;C;OCC-SA-0312;Passenger information system;PIS-SIGN-STD;STANDARD SIGNAGE PLATE;4;u;Artois Polymères;9,50
L00672;C;OCC-SA-0312;Passenger information system;PIS-SIGN-BIKE;Bike area signage plate;2;pcs;Artois Polymères;11,20
L00673;C;OCC-SA-0312;Passenger information system;PIS-SIGN-REGION;Regional livery signage plate;2;units;Artois Polymères;14,00
L00674;C;SA-0213;Seating module;SEAT-FIX-DBL;Fixed double seat;16;pcs;Escaut Sièges ;1260.00
L00675;C;SA-0213;Seating module;SEAT-RAIL;Seat mounting rail;12;pcs;ATELIER LYS MÉTAL;184,00
L00676;C;SA-0213;Seating module;SEAT-FIX-KIT;Seat fixing kit;16;pcs;Atelier Lys Métal ;23,50
L00677;C;SA-0213;Seating module;SEAT-TABLE;Fixed table;6;pcs;Escaut Sièges;395.00
L00678;C;SA-0213;Seating module;SEAT-GRAB-HANDLE;Seat-back grab handle;12;u;ESCAUT SIÈGES;31,00
L00679;C;SA-0213;Seating module;SEAT-END-PANEL;Seat row end panel;8;pcs;Escaut Sièges;142.00
L00680;C;SA-0213;Seating module;SEAT-TIPUP;Tip-up seat;4;units;ESCAUT SIÈGES;610,00
L00681;C;OCC-SA-0314;floor and wall anchorage;ANCH-SEAT-RAIL;Floor anchorage rail;8;pcs;Atelier Lys Métal;226,00
L00682;C;OCC-SA-0314;floor and wall anchorage;ANCH-RAIL-BOLT;Anchorage rail bolt;64;units;Nordrail Composants;1,85
L00683;C;OCC-SA-0314;floor and wall anchorage;ANCH-BIKE-PLATE;Bike zone anchorage plate;4;pcs;Atelier Lys Métal;89,00
L00684;C;OCC-SA-0314;floor and wall anchorage;ANCH-BIKE-BOLT;Bike zone anchorage bolt ;32;pcs;Nordrail Composants;2,10
L00685;C;OCC-SA-0314;floor and wall anchorage;ANCH-WALL-BRACKET;Wall anchorage bracket;4;pcs;Atelier Lys Métal ;132,00
L00686;C;OCC-SA-0314;floor and wall anchorage;ANCH-REINF-PANEL;Wall reinforcement panel;2;u;Atelier Lys Métal;418.00
L00687;C;OCC-SA-0310;Toilet module ;WCU-CABIN-PRM;Universal toilet cabin, PRM;1;pcs;Sanirail Modules;23600,00
L00688;C;OCC-SA-0310;Toilet module ;WCU-BOWL-VACUUM-G2;Vacuum toilet bowl, generation 2;1;pcs;Sanirail Modules ;3840.00
L00689;C;OCC-SA-0310;Toilet module ;WCU-TANK-COMBO;Combined fresh and waste tank;1;pcs;Sanirail Modules;5120,00
L00690;C;OCC-SA-0310;Toilet module ;WCU-WASHBASIN-PRM;Washbasin unit, PRM height;1;pcs;Sanirail Modules ;1490,00
L00691;C;OCC-SA-0310;Toilet module ;WCU-DOOR-POWERED;Powered curved toilet door;1;pcs;Sanirail Modules;6750,00
L00692;C;OCC-SA-0310;Toilet module ;WCU-CALL-ALARM;Assistance call alarm;2;pcs;Deûle Électronique;245.00
L00693;C;OCC-SA-0310;Toilet module ;WCU-GRAB-BAR-FOLD;Folding grab bar;2;pcs;atelier lys métal;296.00
L00694;C;OCC-SA-0310;Toilet module ;WCU-CHANGING-TABLE;Baby changing table;1;pcs;Sanirail Modules;870.00
L00695;C;OCC-SA-0310;Toilet module ;WCU-PIPE-KIT;UNIVERSAL TOILET PIPEWORK KIT;1;pcs;Sanirail Modules;1180,00
L00696;C;OCC-SA-0310;Toilet module ;WCU-FLOOR-TRAY;Sealed floor tray;1;units;Artois Polymères;1340.00
